WELL DEPT GR MR DR SR NPHI RHOB DT VSH RW
LL-4	155.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195694
LL-4	156.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195664
LL-4	156.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195634
LL-4	157.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195604
LL-4	157.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195574
LL-4	158.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195544
LL-4	158.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195514
LL-4	159.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195484
LL-4	159.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195454
LL-4	160.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195425
LL-4	160.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195395
LL-4	161.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195365
LL-4	161.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195335
LL-4	162.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195305
LL-4	162.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195276
LL-4	163.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195246
LL-4	163.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195216
LL-4	164.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195186
LL-4	164.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195156
LL-4	165.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195127
LL-4	165.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195097
LL-4	166.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195067
LL-4	166.5	nan	nan	nan	nan	nan	nan	nan	nan	0.195037
LL-4	167.0	nan	nan	nan	nan	nan	nan	nan	nan	0.195008
LL-4	167.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194978
LL-4	168.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194948
LL-4	168.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194919
LL-4	169.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194889
LL-4	169.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194859
LL-4	170.0	nan	nan	nan	nan	nan	nan	nan	nan	0.19483
LL-4	170.5	nan	nan	nan	nan	nan	nan	nan	nan	0.1948
LL-4	171.0	nan	nan	nan	nan	nan	nan	nan	nan	0.19477
LL-4	171.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194741
LL-4	172.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194711
LL-4	172.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194681
LL-4	173.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194652
LL-4	173.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194622
LL-4	174.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194593
LL-4	174.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194563
LL-4	175.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194533
LL-4	175.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194504
LL-4	176.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194474
LL-4	176.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194445
LL-4	177.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194415
LL-4	177.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194386
LL-4	178.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194356
LL-4	178.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194327
LL-4	179.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194297
LL-4	179.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194268
LL-4	180.0	nan	nan	nan	nan	nan	nan	nan	nan	0.194238
LL-4	180.5	nan	nan	nan	nan	nan	nan	nan	nan	0.194209
